DS_Name,T,N,p,k,Bin,Cost,SDratio,correl,cancor1,cancor2,fract1,fract2,skewness,kurtosis,Hc,Hx,MCx,EnAtr,NSRatio,Alg_Name
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Dipol92
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Discrim
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,ITrule
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,IndCART
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,KNN
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Kohonen
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,LVQ
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,LogDisc
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,NewId
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,QuaDisc
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,RBF
CUT,7480,18700,20,2,0,0,1.032,0.2178,0.55,,1,,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,Smart
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Ac2
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Alloc80
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,BackProp
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Bayes
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,BayesTree
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,C4_5
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,CART
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Cal5
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Cascade
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Castle
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Cn2
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Default
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Dipol92
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Discrim
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,ITrule
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,IndCART
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,KNN
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Kohonen
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,LVQ
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,LogDisc
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,NewId
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,QuaDisc
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,RBF
Chromosone,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,Smart
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Ac2
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Alloc80
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,BackProp
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Bayes
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,BayesTree
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,C4_5
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,CART
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Cal5
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Cascade
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Castle
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Cn2
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Default
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Dipol92
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Discrim
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,ITrule
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,IndCART
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,KNN
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Kohonen
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,LVQ
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,LogDisc
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,NewId
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,QuaDisc
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,RBF
Credit,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,,1,,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,Smart
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Ac2
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Alloc80
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,BackProp
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Bayes
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,BayesTree
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,C4_5
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,CART
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Cal5
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Cascade
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Castle
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Cn2
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Default
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Dipol92
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Discrim
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,ITrule
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,IndCART
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,KNN
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Kohonen
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,LVQ
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,LogDisc
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,NewId
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,QuaDisc
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,RBF
DNA,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Smart
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Ac2
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Alloc80
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,BackProp
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Bayes
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,BayesTree
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,C4_5
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,CART
Diabetes,768,768,8,2,0,0,1.0377,0.1439,0.5507,,1,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Cal5
